clock_cycle,channel,rank,bankgroup,bank,row,column,row_hit_rate,consec_hits,dist_from_last_hit,diff_accesses,label
1058662,0,1,3,2,5112,19,0.0562,0,-1,0.0595,closed
1059446,0,1,2,1,7334,56,0.1957,0,-1,0.2432,closed
1059485,0,1,2,1,7094,120,0.1942,0,-1,0.2411,closed
1059562,0,0,1,1,2507,87,0.3011,0,-1,0.4309,closed
1059568,0,1,0,3,4297,17,0.1765,0,-1,0.2143,closed
1060341,0,1,2,1,7334,55,0.1929,0,-1,0.2389,closed
1060470,0,1,3,0,2825,63,0.1511,0,-1,0.178,closed
1060471,0,1,3,2,612,63,0.0556,0,-1,0.0588,closed
1060548,0,0,1,1,827,99,0.2994,0,-1,0.4274,closed
1060554,0,1,0,1,7148,66,0.0756,0,-1,0.0818,closed
1061367,0,0,0,3,5169,55,0.2622,0,-1,0.3554,closed
1061368,0,1,2,3,5837,119,0.0952,0,-1,0.1053,closed
1061434,0,0,1,3,1860,110,0.2658,0,-1,0.3621,closed
1061440,0,0,0,1,2729,118,0.2421,0,-1,0.3194,open
1061807,0,0,0,1,2729,119,0.2461,1,367,0.3264,closed
1062156,0,0,3,1,4265,1,0.1604,0,-1,0.191,closed
1062157,0,0,2,2,6195,65,0.125,0,-1,0.1429,closed
1062230,0,1,0,2,3029,33,0.1844,0,-1,0.2261,closed
1062237,0,0,3,0,6266,45,0.1354,0,-1,0.1566,closed
1063009,0,1,0,0,3341,37,0.0796,0,-1,0.0865,open
1063010,0,1,0,3,6658,37,0.1752,0,-1,0.2124,closed
1063084,0,1,1,2,4720,120,0.1484,0,-1,0.1743,closed
1063139,0,1,1,2,1171,50,0.1473,0,-1,0.1727,closed
1063856,0,1,0,0,3341,36,0.0877,1,847,0.0962,closed
1063952,0,0,0,2,3330,2,0.1307,0,-1,0.1504,closed
1063956,0,0,3,3,1527,2,0.1972,0,-1,0.2456,closed
1064017,0,1,2,0,185,32,0.1704,0,-1,0.2054,closed
1064023,0,1,3,0,1163,56,0.15,0,-1,0.1765,closed
1064819,0,1,3,3,3968,38,0.1493,0,-1,0.1754,closed
1064820,0,1,0,2,1497,38,0.1831,0,-1,0.2241,closed
1064897,0,0,0,1,6424,31,0.2448,0,-1,0.3241,closed
1064903,0,0,0,3,6748,27,0.2606,0,-1,0.3525,closed
1065710,0,0,0,1,869,114,0.2435,0,-1,0.3219,closed
1065711,0,1,1,0,7340,50,0.1562,0,-1,0.1852,closed
1065787,0,0,0,2,2261,48,0.1299,0,-1,0.1493,closed
1065793,0,1,2,3,3365,92,0.0943,0,-1,0.1042,closed
1066607,0,0,2,3,3631,111,0.0909,0,-1,0.1,closed
1066614,0,0,0,2,1556,11,0.129,0,-1,0.1481,closed
1067184,0,1,3,1,2259,71,0.0482,0,-1,0.0506,closed
1067190,0,0,1,1,1457,45,0.2978,0,-1,0.424,closed
1067945,0,0,3,3,4661,9,0.1958,0,-1,0.2435,closed
1067962,0,1,3,0,3038,73,0.1489,0,-1,0.175,closed
1068023,0,0,1,2,7879,70,0.247,0,-1,0.328,closed
1068029,0,0,0,0,2947,12,0.2323,0,-1,0.3025,open
1068395,0,0,0,0,2947,13,0.2372,1,366,0.3109,closed
1068838,0,1,1,2,6021,113,0.1462,0,-1,0.1712,closed
1068842,0,1,2,1,617,113,0.1915,0,-1,0.2368,closed
1068903,0,1,1,3,5560,75,0.1765,0,-1,0.2143,closed
1068909,0,1,1,1,7145,60,0.1496,0,-1,0.1759,closed
1069820,0,0,2,1,6389,55,0.1038,0,-1,0.1158,closed
1069821,0,0,0,0,7865,119,0.2357,0,-1,0.3083,closed
1069895,0,1,2,3,3357,24,0.0935,0,-1,0.1031,closed
1069901,0,1,2,0,470,38,0.1691,0,-1,0.2035,closed
1070762,0,1,3,1,335,55,0.0476,0,-1,0.05,closed
1070763,0,0,2,3,5779,119,0.0902,0,-1,0.0991,closed
1070826,0,0,3,3,6182,3,0.1944,0,-1,0.2414,closed
1070832,0,1,0,0,567,114,0.087,0,-1,0.0952,closed
1071649,0,0,1,2,8129,46,0.2455,0,-1,0.3254,open
1071650,0,1,3,2,3520,46,0.0549,0,-1,0.0581,closed
1071723,0,1,1,2,3360,30,0.145,0,-1,0.1696,closed
1071729,0,1,3,0,317,75,0.1479,0,-1,0.1736,closed
1072046,0,0,0,2,7563,88,0.1282,0,-1,0.1471,closed
1072599,0,0,1,2,8129,47,0.25,1,950,0.3333,closed
1072693,0,1,0,2,5100,113,0.1818,0,-1,0.2222,closed
1072694,0,0,3,3,2533,113,0.1931,0,-1,0.2393,closed
1072768,0,1,0,2,6310,54,0.1806,0,-1,0.2203,closed
1072774,0,1,3,0,766,48,0.1469,0,-1,0.1721,closed
1072962,0,1,2,1,108,116,0.1901,0,-1,0.2348,closed
1073698,0,0,2,0,527,43,0.2353,0,-1,0.3077,open
1073699,0,1,0,3,25,43,0.1739,0,-1,0.2105,closed
1073762,0,0,0,3,3201,14,0.259,0,-1,0.3496,closed
1073768,0,1,0,2,4847,62,0.1793,0,-1,0.2185,closed
1074085,0,0,1,1,35,68,0.2961,0,-1,0.4206,closed
1074496,0,0,2,0,527,44,0.2409,1,798,0.3173,closed
1074590,0,1,3,3,7079,113,0.1481,0,-1,0.1739,open
1074591,0,0,1,3,3828,49,0.2642,0,-1,0.359,closed
1074654,0,1,2,0,3818,122,0.1679,0,-1,0.2018,closed
1074660,0,1,0,3,3335,36,0.1727,0,-1,0.2087,closed
1075461,0,1,3,3,7079,114,0.1544,1,871,0.1826,closed
1075554,0,0,1,1,84,68,0.2944,0,-1,0.4173,closed
1075555,0,1,2,3,5380,4,0.0926,0,-1,0.102,closed
1075634,0,1,1,3,2524,119,0.1753,0,-1,0.2126,closed
1075640,0,0,0,3,4353,93,0.2575,0,-1,0.3468,closed
1076461,0,1,0,1,4163,53,0.075,0,-1,0.0811,closed
1076462,0,0,1,0,2561,117,0.0288,0,-1,0.0297,closed
1076525,0,0,3,2,7883,6,0.12,0,-1,0.1364,closed
1076531,0,1,0,1,8044,28,0.0744,0,-1,0.0804,closed
1077326,0,1,0,1,4163,54,0.0738,0,-1,0.0796,closed
1077436,0,1,2,3,4154,87,0.0917,0,-1,0.101,closed
1077437,0,0,0,2,3237,23,0.1274,0,-1,0.146,closed
1077500,0,1,2,2,7324,52,0.3085,0,-1,0.4462,closed
1077506,0,0,1,0,3960,95,0.0286,0,-1,0.0294,closed
1078230,0,1,0,1,1173,16,0.0732,0,-1,0.0789,closed
1078231,0,0,1,1,2143,80,0.2928,0,-1,0.4141,closed
1078304,0,1,1,2,7571,93,0.1439,0,-1,0.1681,closed
1078311,0,1,1,1,2733,78,0.1484,0,-1,0.1743,closed
1079119,0,1,3,3,6,98,0.1533,0,-1,0.181,closed
1079126,0,0,0,3,4308,66,0.256,0,-1,0.344,closed
1079745,0,0,3,2,4679,27,0.1188,0,-1,0.1348,closed
1079751,0,0,2,1,163,116,0.1028,0,-1,0.1146,closed
1080451,0,1,2,2,758,8,0.3069,0,-1,0.4427,closed
1080452,0,0,1,3,2462,72,0.2625,0,-1,0.3559,closed
1080525,0,1,1,1,2172,39,0.1473,0,-1,0.1727,closed
1080531,0,0,3,0,3979,97,0.134,0,-1,0.1548,closed
1081270,0,0,0,2,5017,113,0.1266,0,-1,0.1449,closed
1081271,0,1,1,0,483,49,0.155,0,-1,0.1835,closed
1081344,0,1,0,0,1027,17,0.0862,0,-1,0.0943,closed
1081350,0,1,1,0,6062,93,0.1538,0,-1,0.1818,closed
1082170,0,1,0,2,6741,109,0.1781,0,-1,0.2167,closed
1082171,0,0,0,1,2940,45,0.2423,0,-1,0.3197,closed
1082234,0,0,1,2,2102,81,0.2485,0,-1,0.3307,closed
1082240,0,1,0,0,7413,69,0.0855,0,-1,0.0935,closed
1082976,0,0,3,3,7621,82,0.1918,0,-1,0.2373,closed
1082977,0,1,2,2,1217,18,0.3053,0,-1,0.4394,closed
1083051,0,1,0,0,77,58,0.0847,0,-1,0.0926,closed
1083057,0,1,0,3,3885,63,0.1714,0,-1,0.2069,closed
1083790,0,1,2,3,7356,112,0.0909,0,-1,0.1,open
1083791,0,0,1,3,6120,48,0.2609,0,-1,0.3529,closed
1083870,0,0,0,3,3914,52,0.2544,0,-1,0.3413,closed
1083876,0,1,3,3,5905,11,0.1522,0,-1,0.1795,closed
1084633,0,1,2,3,7356,111,0.0991,1,843,0.11,closed
1084727,0,1,1,2,4173,86,0.1429,0,-1,0.1667,closed
1084728,0,0,2,1,53,86,0.1019,0,-1,0.1134,closed
1086216,0,1,1,0,5455,85,0.1527,0,-1,0.1802,closed
1086217,0,1,0,1,7328,85,0.0726,0,-1,0.0783,closed
1086752,0,1,0,2,4771,6,0.1769,0,-1,0.2149,closed
1087404,0,0,0,2,7603,59,0.1258,0,-1,0.1439,closed
1087408,0,0,3,3,4566,59,0.1905,0,-1,0.2353,closed
1091753,0,0,2,1,2448,58,0.1009,0,-1,0.1122,closed
1091759,0,0,2,3,932,58,0.0894,0,-1,0.0982,closed
1091817,0,0,3,1,1096,26,0.1589,0,-1,0.1889,closed
1091823,0,1,0,1,4435,67,0.072,0,-1,0.0776,closed
1092139,0,1,3,3,303,108,0.1511,0,-1,0.178,closed
1092696,0,0,3,0,2428,79,0.1327,0,-1,0.1529,closed
1092697,0,0,0,2,6928,15,0.125,0,-1,0.1429,closed
1092771,0,0,2,2,4047,20,0.1237,0,-1,0.1412,closed
1092777,0,1,1,3,6329,55,0.1742,0,-1,0.2109,closed
1093597,0,1,1,1,865,76,0.1462,0,-1,0.1712,open
1093598,0,1,0,1,55,76,0.0714,0,-1,0.0769,closed
1093672,0,1,2,0,4584,6,0.1667,0,-1,0.2,closed
1093678,0,0,3,0,874,69,0.1313,0,-1,0.1512,closed
1094442,0,1,1,1,865,77,0.1527,1,845,0.1802,closed
1094535,0,1,2,0,4343,56,0.1655,0,-1,0.1983,closed
1094536,0,1,0,3,2530,120,0.1702,0,-1,0.2051,closed
1094609,0,1,2,1,4570,23,0.1888,0,-1,0.2328,closed
1094616,0,1,1,1,3814,105,0.1515,0,-1,0.1786,closed
